,Borehole,Depth,Temperature,Longitude,Latitudes,link,Data Contact,Country
6435,CA-298-1,257.3,6.82,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6436,CA-298-1,260.7,6.87,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6437,CA-298-1,263.8,6.9,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6438,CA-298-1,266.2,6.93,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6439,CA-298-1,269.3,6.97,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6440,CA-298-1,272.3,7.0,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6441,CA-298-1,275.4,7.02,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6442,CA-298-1,278.8,7.07,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6443,CA-298-1,281.8,7.11,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6444,CA-298-1,284.9,7.12,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6445,CA-298-1,288.0,7.17,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6446,CA-298-1,291.0,7.2,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6447,CA-298-1,294.1,7.24,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6448,CA-298-1,297.1,7.27,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6449,CA-298-1,300.2,7.3,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6450,CA-298-1,303.6,7.32,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6451,CA-298-1,306.3,7.35,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6452,CA-298-1,309.4,7.39,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6453,CA-298-1,312.8,7.42,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6454,CA-298-1,315.5,7.45,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6455,CA-298-1,318.6,7.48,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6456,CA-298-1,321.6,7.51,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6457,CA-298-1,324.7,7.54,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6458,CA-298-1,327.8,7.57,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6459,CA-298-1,330.8,7.59,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6460,CA-298-1,333.9,7.63,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6461,CA-298-1,336.7,7.65,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6462,CA-298-1,339.7,7.69,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6463,CA-298-1,342.8,7.72,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6464,CA-298-1,345.8,7.74,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6465,CA-298-1,349.5,7.78,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6466,CA-298-1,352.6,7.8,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6467,CA-298-1,355.3,7.82,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6468,CA-298-1,358.4,7.86,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6469,CA-298-1,361.5,7.88,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6470,CA-298-1,364.2,7.9,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6471,CA-298-1,367.3,7.93,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6472,CA-298-1,370.4,7.96,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6473,CA-298-1,373.7,7.99,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6474,CA-298-1,376.8,8.01,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6475,CA-298-1,379.5,8.04,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6476,CA-298-1,382.9,8.07,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6477,CA-298-1,386.0,8.09,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6478,CA-298-1,389.0,8.12,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6479,CA-298-1,391.8,8.14,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6480,CA-298-1,394.6,8.17,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6481,CA-298-1,397.9,8.19,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6482,CA-298-1,401.0,8.23,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6483,CA-298-1,404.4,8.26,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6484,CA-298-1,407.7,8.29,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6485,CA-298-1,410.5,8.31,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6486,CA-298-1,413.2,8.34,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6487,CA-298-1,416.6,8.36,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6488,CA-298-1,419.7,8.36,-95.44,50.43,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-1.html,A.M. Jessop,CA
6489,CA-298-2,58.1,6.32,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6490,CA-298-2,61.5,6.36,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6491,CA-298-2,64.6,6.4,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6492,CA-298-2,67.3,6.43,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6493,CA-298-2,70.7,6.46,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6494,CA-298-2,73.4,6.5,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6495,CA-298-2,76.8,6.53,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6496,CA-298-2,79.3,6.57,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6497,CA-298-2,82.6,6.6,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6498,CA-298-2,86.0,6.64,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6499,CA-298-2,89.1,6.67,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6500,CA-298-2,91.8,6.71,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6501,CA-298-2,95.2,6.73,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6502,CA-298-2,98.2,6.76,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6503,CA-298-2,101.0,6.8,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6504,CA-298-2,104.0,6.83,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6505,CA-298-2,107.4,6.87,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6506,CA-298-2,109.9,6.9,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6507,CA-298-2,113.2,6.94,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6508,CA-298-2,116.6,6.97,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6509,CA-298-2,119.0,7.0,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6510,CA-298-2,122.4,7.04,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6511,CA-298-2,125.5,7.08,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6512,CA-298-2,128.5,7.12,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6513,CA-298-2,131.3,7.14,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6514,CA-298-2,134.3,7.17,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6515,CA-298-2,137.7,7.22,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6516,CA-298-2,140.8,7.25,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6517,CA-298-2,144.1,7.29,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6518,CA-298-2,147.2,7.31,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6519,CA-298-2,150.3,7.36,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6520,CA-298-2,153.0,7.38,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6521,CA-298-2,156.0,7.42,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6522,CA-298-2,159.1,7.46,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6523,CA-298-2,162.5,7.48,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6524,CA-298-2,165.6,7.52,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6525,CA-298-2,168.3,7.55,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6526,CA-298-2,171.4,7.58,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6527,CA-298-2,174.4,7.61,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6528,CA-298-2,177.8,7.64,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6529,CA-298-2,180.2,7.67,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6530,CA-298-2,183.6,7.69,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6531,CA-298-2,187.0,7.72,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6532,CA-298-2,190.0,7.76,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6533,CA-298-2,192.5,7.79,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6534,CA-298-2,195.5,7.82,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6535,CA-298-2,199.2,7.87,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6536,CA-298-2,201.7,7.9,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6537,CA-298-2,205.3,7.93,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6538,CA-298-2,208.4,7.97,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6539,CA-298-2,211.5,8.01,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6540,CA-298-2,214.5,8.04,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6541,CA-298-2,217.6,8.08,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6542,CA-298-2,220.6,8.12,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6543,CA-298-2,223.7,8.15,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6544,CA-298-2,226.5,8.18,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6545,CA-298-2,229.5,8.21,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6546,CA-298-2,232.6,8.25,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6547,CA-298-2,235.6,8.29,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6548,CA-298-2,238.7,8.32,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6549,CA-298-2,241.8,8.36,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6550,CA-298-2,244.8,8.39,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6551,CA-298-2,248.2,8.43,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6552,CA-298-2,251.2,8.47,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6553,CA-298-2,254.3,8.5,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6554,CA-298-2,257.1,8.53,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6555,CA-298-2,260.1,8.56,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6556,CA-298-2,263.2,8.59,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6557,CA-298-2,266.5,8.62,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6558,CA-298-2,269.6,8.65,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6559,CA-298-2,272.4,8.68,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6560,CA-298-2,275.4,8.72,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6561,CA-298-2,278.8,8.75,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6562,CA-298-2,281.5,8.79,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6563,CA-298-2,284.6,8.82,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6564,CA-298-2,287.4,8.85,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6565,CA-298-2,290.7,8.88,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6566,CA-298-2,293.8,8.91,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6567,CA-298-2,297.1,8.94,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6568,CA-298-2,299.9,8.97,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6569,CA-298-2,303.3,9.01,-95.42,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-2.html,A.M. Jessop,CA
6570,CA-298-3,22.3,6.78,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6571,CA-298-3,25.0,6.8,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6572,CA-298-3,28.1,6.83,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6573,CA-298-3,31.8,6.85,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6574,CA-298-3,33.9,6.88,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6575,CA-298-3,36.6,6.91,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6576,CA-298-3,39.7,6.93,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6577,CA-298-3,43.1,6.96,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6578,CA-298-3,45.8,6.96,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6579,CA-298-3,49.2,7.0,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6580,CA-298-3,52.5,7.03,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6581,CA-298-3,55.0,7.05,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6582,CA-298-3,58.3,7.07,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6583,CA-298-3,61.7,7.09,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6584,CA-298-3,64.4,7.11,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6585,CA-298-3,67.2,7.14,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6586,CA-298-3,70.2,7.16,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6587,CA-298-3,73.6,7.18,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6588,CA-298-3,76.4,7.21,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6589,CA-298-3,79.7,7.24,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6590,CA-298-3,82.8,7.27,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6591,CA-298-3,85.5,7.29,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6592,CA-298-3,88.9,7.32,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6593,CA-298-3,92.5,7.34,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6594,CA-298-3,95.0,7.37,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6595,CA-298-3,97.7,7.39,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6596,CA-298-3,101.1,7.41,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6597,CA-298-3,104.5,7.44,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6598,CA-298-3,106.9,7.47,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6599,CA-298-3,110.3,7.5,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6600,CA-298-3,113.3,7.53,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6601,CA-298-3,116.1,7.54,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6602,CA-298-3,119.1,7.59,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6603,CA-298-3,123.1,7.62,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6604,CA-298-3,125.5,7.64,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6605,CA-298-3,128.3,7.66,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6606,CA-298-3,131.3,7.69,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6607,CA-298-3,134.7,7.72,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6608,CA-298-3,137.7,7.75,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6609,CA-298-3,140.8,7.78,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6610,CA-298-3,143.5,7.81,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6611,CA-298-3,146.6,7.84,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6612,CA-298-3,150.0,7.87,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6613,CA-298-3,152.7,7.89,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6614,CA-298-3,155.8,7.91,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6615,CA-298-3,158.8,7.95,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6616,CA-298-3,161.9,7.97,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6617,CA-298-3,165.2,8.0,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6618,CA-298-3,168.3,8.03,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6619,CA-298-3,171.0,8.06,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6620,CA-298-3,174.0,8.09,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6621,CA-298-3,177.1,8.11,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6622,CA-298-3,180.2,8.14,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6623,CA-298-3,183.2,8.17,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6624,CA-298-3,186.3,8.2,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6625,CA-298-3,189.4,8.23,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6626,CA-298-3,192.7,8.25,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
6627,CA-298-3,195.8,8.28,-95.41,50.42,http://geothermal.earth.lsa.umich.edu/DATA/CA-298-3.html,A.M. Jessop,CA
