,Borehole,Depth,Temperature,Longitude,Latitudes,link,Data Contact,Country
0,CA-0001,29.78,4.44,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
1,CA-0001,39.67,4.44,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
2,CA-0001,49.56,4.49,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
3,CA-0001,59.39,4.55,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
4,CA-0001,69.22,4.62,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
5,CA-0001,79.02,4.68,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
6,CA-0001,88.82,4.74,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
7,CA-0001,98.54,4.8,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
8,CA-0001,108.27,4.86,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
9,CA-0001,117.9,4.92,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
10,CA-0001,127.44,4.98,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
11,CA-0001,136.98,5.05,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
12,CA-0001,146.46,5.19,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
13,CA-0001,155.94,5.18,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
14,CA-0001,165.43,5.25,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
15,CA-0001,174.73,5.33,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
16,CA-0001,184.04,5.41,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
17,CA-0001,193.24,5.49,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
18,CA-0001,202.45,5.57,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
19,CA-0001,211.65,5.65,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
20,CA-0001,220.79,5.74,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
21,CA-0001,229.92,5.82,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
22,CA-0001,239.06,5.9,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
23,CA-0001,248.19,5.99,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
24,CA-0001,257.33,6.07,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
25,CA-0001,266.39,6.15,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
26,CA-0001,275.45,6.24,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
27,CA-0001,284.52,6.32,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
28,CA-0001,293.47,6.4,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
29,CA-0001,302.34,6.49,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
30,CA-0001,311.21,6.57,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
31,CA-0001,320.08,6.64,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
32,CA-0001,328.65,6.7,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
33,CA-0001,337.22,6.8,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
34,CA-0001,345.75,6.8,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
35,CA-0001,354.27,6.95,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
36,CA-0001,362.75,7.02,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
37,CA-0001,371.24,7.1,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
38,CA-0001,379.71,7.17,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
39,CA-0001,388.15,7.25,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
40,CA-0001,396.58,7.32,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
41,CA-0001,405.02,7.39,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
42,CA-0001,413.45,7.46,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
43,CA-0001,421.88,7.53,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
44,CA-0001,430.18,7.6,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
45,CA-0001,438.47,7.6,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
46,CA-0001,446.76,7.74,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
47,CA-0001,454.85,7.81,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
48,CA-0001,462.94,7.88,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
49,CA-0001,470.82,7.94,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
50,CA-0001,478.7,8.01,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
51,CA-0001,486.58,8.07,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
52,CA-0001,494.46,8.14,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
53,CA-0001,502.34,8.21,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
54,CA-0001,510.22,8.28,-93.94,51.13,http://geothermal.earth.lsa.umich.edu/DATA/CA-0001.html,J-C Mareschal,CA
55,CA-0002,60.0,3.56,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
56,CA-0002,70.0,3.56,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
57,CA-0002,80.0,3.59,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
58,CA-0002,90.0,3.73,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
59,CA-0002,100.0,3.8,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
60,CA-0002,110.0,3.88,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
61,CA-0002,120.0,3.96,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
62,CA-0002,130.0,4.05,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
63,CA-0002,140.0,4.13,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
64,CA-0002,150.0,4.22,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
65,CA-0002,160.0,4.31,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
66,CA-0002,170.0,4.4,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
67,CA-0002,180.0,4.5,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
68,CA-0002,190.0,4.59,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
69,CA-0002,200.0,4.68,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
70,CA-0002,210.0,4.78,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
71,CA-0002,220.0,4.88,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
72,CA-0002,230.0,4.97,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
73,CA-0002,240.0,5.07,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
74,CA-0002,250.0,5.16,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
75,CA-0002,260.0,5.26,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
76,CA-0002,270.0,5.35,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
77,CA-0002,280.0,5.45,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
78,CA-0002,290.0,5.55,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
79,CA-0002,300.0,5.65,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
80,CA-0002,309.99,5.74,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
81,CA-0002,319.99,5.83,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
82,CA-0002,329.98,5.93,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
83,CA-0002,339.98,6.03,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
84,CA-0002,349.97,6.14,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
85,CA-0002,359.96,6.24,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
86,CA-0002,369.96,6.34,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
87,CA-0002,379.95,6.43,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
88,CA-0002,389.94,6.53,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
89,CA-0002,399.94,6.63,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
90,CA-0002,409.93,6.72,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
91,CA-0002,419.93,6.81,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
92,CA-0002,429.92,6.91,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
93,CA-0002,439.92,7.01,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
94,CA-0002,449.91,7.1,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
95,CA-0002,459.9,7.2,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
96,CA-0002,469.9,7.29,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
97,CA-0002,479.89,7.38,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
98,CA-0002,489.88,7.48,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
99,CA-0002,499.88,7.57,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
100,CA-0002,509.87,7.67,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
101,CA-0002,519.87,7.76,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
102,CA-0002,529.86,7.84,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
103,CA-0002,539.85,7.94,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
104,CA-0002,549.85,8.04,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
105,CA-0002,559.84,8.13,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
106,CA-0002,569.84,8.23,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
107,CA-0002,579.83,8.32,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
108,CA-0002,589.82,8.42,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
109,CA-0002,599.82,8.51,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
110,CA-0002,609.74,8.6,-93.86,51.18,http://geothermal.earth.lsa.umich.edu/DATA/CA-0002.html,J-C Mareschal,CA
111,CA-0003,18.13,4.18,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
112,CA-0003,27.11,4.1,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
113,CA-0003,36.1,4.08,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
114,CA-0003,45.05,4.09,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
115,CA-0003,54.0,4.11,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
116,CA-0003,62.95,4.14,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
117,CA-0003,71.9,4.18,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
118,CA-0003,80.85,4.22,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
119,CA-0003,89.68,4.27,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
120,CA-0003,98.51,4.32,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
121,CA-0003,107.34,4.37,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
122,CA-0003,116.17,4.43,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
123,CA-0003,124.91,4.49,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
124,CA-0003,133.66,4.56,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
125,CA-0003,142.41,4.63,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
126,CA-0003,151.06,4.71,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
127,CA-0003,159.73,4.79,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
128,CA-0003,168.21,4.87,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
129,CA-0003,176.69,4.96,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
130,CA-0003,185.17,5.04,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
131,CA-0003,193.65,5.14,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
132,CA-0003,201.94,5.24,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
133,CA-0003,210.23,5.34,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
134,CA-0003,218.52,5.43,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
135,CA-0003,226.81,5.52,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
136,CA-0003,235.1,5.61,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
137,CA-0003,243.03,5.71,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
138,CA-0003,250.97,5.8,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
139,CA-0003,258.9,5.89,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
140,CA-0003,266.89,6.0,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
141,CA-0003,274.87,6.1,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
142,CA-0003,282.86,6.2,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
143,CA-0003,290.85,6.28,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
144,CA-0003,298.83,6.38,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
145,CA-0003,306.82,6.47,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
146,CA-0003,314.53,6.56,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
147,CA-0003,322.25,6.65,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
148,CA-0003,329.97,6.75,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
149,CA-0003,337.68,6.84,-93.17,50.96,http://geothermal.earth.lsa.umich.edu/DATA/CA-0003.html,J-C Mareschal,CA
150,CA-0004,18.13,4.27,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
151,CA-0004,27.11,4.18,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
152,CA-0004,36.1,4.18,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
153,CA-0004,45.09,4.19,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
154,CA-0004,54.08,4.23,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
155,CA-0004,62.99,4.28,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
156,CA-0004,71.9,4.33,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
157,CA-0004,80.81,4.38,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
158,CA-0004,89.72,4.43,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
159,CA-0004,98.55,4.48,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
160,CA-0004,107.38,4.54,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
161,CA-0004,116.21,4.6,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
162,CA-0004,125.04,4.66,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
163,CA-0004,133.87,4.73,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
164,CA-0004,142.53,4.8,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
165,CA-0004,151.19,4.88,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
166,CA-0004,159.85,4.96,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
167,CA-0004,168.42,5.04,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
168,CA-0004,176.99,5.13,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
169,CA-0004,185.56,5.22,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
170,CA-0004,194.13,5.3,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
171,CA-0004,202.52,5.39,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
172,CA-0004,210.91,5.47,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
173,CA-0004,219.29,5.56,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
174,CA-0004,227.68,5.64,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
175,CA-0004,235.97,5.73,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
176,CA-0004,244.26,5.83,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
177,CA-0004,252.55,5.91,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
178,CA-0004,260.84,6.0,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
179,CA-0004,268.72,6.09,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
180,CA-0004,276.6,6.18,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
181,CA-0004,284.48,6.26,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
182,CA-0004,292.36,6.35,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
183,CA-0004,300.24,6.45,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
184,CA-0004,308.12,6.53,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
185,CA-0004,315.89,6.62,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
186,CA-0004,323.67,6.7,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
187,CA-0004,331.44,6.79,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
188,CA-0004,339.21,6.88,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
189,CA-0004,346.75,6.97,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
190,CA-0004,354.3,7.07,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
191,CA-0004,361.85,7.16,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
192,CA-0004,369.4,7.25,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
193,CA-0004,376.71,7.33,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
194,CA-0004,384.02,7.41,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
195,CA-0004,391.22,7.5,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
196,CA-0004,398.41,7.57,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
197,CA-0004,405.6,7.65,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
198,CA-0004,412.8,7.72,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
199,CA-0004,419.99,7.81,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
200,CA-0004,427.18,7.88,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
201,CA-0004,434.38,7.95,-93.14,50.99,http://geothermal.earth.lsa.umich.edu/DATA/CA-0004.html,J-C Mareschal,CA
